Longitude,Latitude,Housing Median Age,Total Rooms,Total Bedrooms,Population,Households,Median Income,Median House Value,Ocean Proximity
-70.8385,42.3311,1,24683,8222,33363,12797,7.4812,35799.55,NEAR BAY
-70.927,42.2877,17,1986,766,27429,1277,11.8593,434027.55,NEAR BAY
-70.9002,42.2796,49,14840,5296,25513,12289,11.7814,29717.24,NEAR BAY
-70.957,42.3906,28,13306,6181,17727,4058,13.4757,51227.95,ISLAND
-70.9943,42.3761,3,38405,12798,11559,992,11.9452,172784.04,NEAR OCEAN
-70.997,42.3565,23,19315,7937,17444,2058,2.3705,58057.82,NEAR BAY
-71.1054,42.2536,10,29030,12452,1769,33,0.9419,364066.19,RIVER
-70.8636,42.2455,2,38587,17403,34484,14708,10.7813,288514.38,INLAND
-71.0225,42.3272,25,1199,471,19657,1624,5.6621,177443.83,INLAND
-70.8839,42.2792,34,31971,9616,21638,3497,11.7119,191846.31,RIVER
-70.9241,42.2737,44,38358,11805,29292,7751,12.156,454996.02,INLAND
-71.0467,42.3694,25,19018,6187,11498,2352,8.8683,264185.35,NEAR BAY
-70.9404,42.3035,1,19603,8331,18800,408,8.0558,211816.71,RIVER
-70.9368,42.3004,47,4416,1454,1097,352,5.7392,317686.19,INLAND
-71.0518,42.3093,38,11048,4804,30544,5454,8.7528,445555.66,RIVER
-71.0727,42.264,13,17167,8078,24067,4052,4.5541,248141.9,NEAR BAY
-70.951,42.3374,2,19380,9502,24486,3188,6.6859,485137.09,NEAR OCEAN
-70.9128,42.3592,13,36202,17783,11022,5202,3.2742,220329.3,RIVER
-71.0767,42.2303,18,8359,3346,18094,1934,5.2186,257408.29,RIVER
-70.9972,42.3354,16,11459,5008,4144,217,7.8707,135304.27,ISLAND
-71.0515,42.3429,29,34486,12815,1511,196,4.452,348017.54,NEAR BAY
-70.9064,42.2928,21,18880,7686,8665,2789,2.5018,76722.08,ISLAND
-71.0745,42.3025,2,15136,6799,2912,1162,12.5017,121339.87,RIVER
-71.0043,42.2417,11,7208,2557,21212,9138,6.8599,90968.39,NEAR OCEAN
-71.138,42.3038,40,28903,12987,1775,328,1.8863,305299.76,NEAR OCEAN
-71.1786,42.3284,43,35590,13881,176,46,3.2741,430921.79,NEAR OCEAN
-71.1804,42.3861,27,10211,3168,24178,6008,2.4357,225396.44,RIVER
-71.0438,42.2391,39,35341,16470,23810,7378,14.0822,209175.37,NEAR OCEAN
-71.1383,42.3955,50,35578,16107,18045,580,8.1652,73075.89,NEAR OCEAN
-71.1857,42.2464,45,34200,11212,26117,5687,12.5559,465396.94,NEAR OCEAN
-70.9562,42.2655,49,453,198,30160,4821,11.9243,59431.38,RIVER
-70.8279,42.2965,13,21034,7828,24592,11173,10.3858,168758.51,ISLAND
-71.0281,42.3203,13,34246,15294,33915,10698,14.9004,151713.34,INLAND
-70.9877,42.3465,26,35715,11600,34334,9868,10.4266,332415.79,NEAR OCEAN
-70.8135,42.3032,32,18305,7364,12097,560,14.1876,27269.45,NEAR OCEAN
-70.8976,42.247,1,37161,16535,31929,12149,11.5556,456827.54,NEAR BAY
-70.8365,42.3733,41,10137,4190,9659,3349,6.5215,105080.4,NEAR BAY
-70.9201,42.2939,30,38030,12831,14978,995,8.1377,331437.31,RIVER
-71.0173,42.3208,15,35514,12968,2751,1289,11.8319,477582.85,INLAND
-70.8574,42.2711,42,5397,1825,14819,6606,6.1669,366545.51,NEAR BAY
-71.0024,42.3188,25,19765,7455,4540,608,14.6603,291745.22,ISLAND
-71.0523,42.3091,34,11851,3671,11818,5101,12.6021,372009.05,ISLAND
-70.859,42.2636,38,29969,9653,8696,3449,13.1498,184178.09,ISLAND
-70.936,42.2846,50,36750,12621,17942,6376,14.9276,290115.63,NEAR BAY
-71.0223,42.3748,44,8018,2407,28935,14100,7.07,108481.19,NEAR BAY
-71.0938,42.3957,12,16120,6520,22300,1778,4.4976,155868.38,NEAR OCEAN
-70.977,42.389,8,21364,7535,33935,852,1.5217,161534.05,NEAR OCEAN
-70.9426,42.3873,47,25810,12863,18043,3796,14.5679,40785.43,RIVER
-71.0505,42.3231,42,30335,14058,20018,7870,8.3227,48573.59,INLAND
-71.1649,42.2556,44,25520,9754,27582,9953,13.0832,123261.84,NEAR BAY
-70.869,42.2371,30,25630,10621,8923,2695,12.0404,442653.81,ISLAND
-71.0832,42.2483,44,18673,6294,13534,6569,12.8123,479955.85,RIVER
-70.9708,42.3213,22,36408,15886,20563,10252,13.083,391019.17,ISLAND
-70.9808,42.3781,12,5205,2381,14164,6056,8.693,496070.49,RIVER
-70.8098,42.2691,46,4796,2045,20492,7314,1.2279,183921.92,NEAR OCEAN
-70.8725,42.3232,11,35972,16030,5509,351,12.081,255617.18,NEAR BAY
-70.9697,42.3862,34,5137,2131,19281,7107,8.9241,214548.05,ISLAND
-71.1719,42.2713,9,38271,12813,31169,13323,11.7579,310233.29,ISLAND
-71.0834,42.2947,3,11458,5121,30752,7561,1.0432,461642.75,NEAR OCEAN
-70.9763,42.3784,8,31318,14175,8835,3938,1.8779,302188.04,RIVER
-71.0757,42.3846,43,19456,9543,3215,1095,5.114,198894.84,NEAR BAY
-71.0479,42.37,51,13801,6268,8057,2238,8.9105,342405.96,RIVER
-70.9924,42.3018,44,26572,10532,10299,4896,10.8703,63258.22,RIVER
-70.8673,42.2636,37,6320,2106,35127,2323,8.8037,60491.43,ISLAND
-71.0694,42.3562,6,17933,6781,30745,9069,6.417,498874.34,ISLAND
-71.0412,42.3164,36,4555,2054,19940,8729,1.0331,269968.88,INLAND
-71.1429,42.2315,37,13947,4639,1933,366,5.5618,105338.3,NEAR OCEAN
-71.1549,42.2334,32,21302,7151,33815,6448,4.9936,220420.27,RIVER
-71.1672,42.3231,4,688,287,32673,13674,13.7642,170825.97,NEAR OCEAN
-70.8763,42.3938,40,36648,15613,12767,5678,5.6787,448411.84,RIVER
-70.9407,42.2302,26,37156,17365,21450,6216,5.8069,74483.57,RIVER
-71.1319,42.3128,16,10931,4923,8481,1080,12.5921,107275.83,ISLAND
-71.1557,42.2437,31,23163,10547,29171,612,9.7585,55321.43,NEAR BAY
-70.8332,42.31,47,11903,5036,35090,12295,7.7084,320625.52,RIVER
-71.1258,42.2655,5,33474,12591,32939,5940,6.0116,60137.18,RIVER
-71.0369,42.2546,32,3485,1454,27277,8906,5.1862,54175.91,ISLAND
-70.8196,42.341,24,30341,13139,27376,11626,1.0864,411227.78,INLAND
-70.9638,42.303,26,36287,11681,20192,3514,3.7968,71546.7,ISLAND
-71.1499,42.3318,40,18206,7189,7475,1678,12.9995,87734.02,NEAR BAY
-71.0701,42.2721,4,24995,10260,15376,5641,9.5659,354954.74,NEAR BAY
-71.1795,42.2485,9,21066,9888,23161,10733,3.4336,294766.69,NEAR BAY
-70.8341,42.3558,3,13433,4893,5686,1628,11.4844,319164.55,RIVER
-70.899,42.3645,30,29815,12012,33950,10727,11.596,381437.11,NEAR BAY
-71.135,42.3175,27,11009,3664,5270,2360,4.436,424089.36,RIVER
-71.0803,42.2292,41,16202,7994,31978,7849,14.7486,120492.78,NEAR BAY
-71.17,42.2938,39,26874,8216,4918,1993,14.5191,18105.45,NEAR BAY
-70.9914,42.3709,15,38537,11668,896,151,11.0946,407309.55,ISLAND
-70.9522,42.321,13,23351,7392,22414,5605,0.734,155533.75,ISLAND
-70.9142,42.247,49,1922,715,3564,1158,7.0942,317357.05,NEAR BAY
-70.902,42.3718,41,29954,12565,31879,5248,6.7975,378464.52,INLAND
-71.0131,42.3871,8,21894,6956,14742,357,8.8903,450056.42,NEAR BAY
-71.116,42.2806,8,35615,14956,30889,910,14.2114,401085.94,RIVER
-71.1805,42.386,49,20101,6266,18795,7235,5.4456,413806.85,INLAND
-70.92,42.2753,25,11237,3424,3758,837,8.226,239158.4,ISLAND
-70.8861,42.3512,50,10049,4551,32554,6090,8.7485,220659.07,NEAR OCEAN
-70.9618,42.2675,1,18961,7635,25407,6919,0.6155,142379.83,INLAND
-71.1365,42.27,14,5804,2329,23996,7615,0.9024,314520.08,INLAND
-71.189,42.2844,41,17567,5470,5643,529,9.5762,50667.11,RIVER
-71.0588,42.2623,45,9724,4271,28901,14040,14.4965,39915.81,ISLAND
-70.9394,42.3305,23,12250,3894,20072,6831,4.4352,283932.0,INLAND
-71.04,42.3488,8,23099,7940,18942,6255,3.5746,46707.09,ISLAND
-71.0126,42.3217,12,8774,2640,10219,1513,8.8706,395621.17,NEAR OCEAN
-70.8837,42.3336,35,19451,7191,33295,13199,10.4744,276983.36,ISLAND
-71.0962,42.3878,3,4677,2141,29025,2307,10.6851,112947.92,RIVER
-70.8502,42.2616,37,16921,6909,31206,2806,11.8295,213029.0,NEAR BAY
-70.8175,42.2593,30,30981,12569,34546,3594,11.559,49837.96,NEAR BAY
-70.9209,42.3795,33,31040,13835,17912,2700,14.901,19571.58,RIVER
-71.1668,42.3293,38,2540,935,23363,451,9.5454,329926.62,INLAND
-71.0047,42.3559,15,23780,8725,17796,5422,1.1586,250884.45,NEAR OCEAN
-70.9548,42.2534,18,9600,3608,21494,9165,2.4863,303659.87,NEAR BAY
-71.0709,42.3421,20,6994,2792,19117,7579,6.3644,418778.83,RIVER
-70.8148,42.271,33,22357,7052,9346,3425,0.8282,454624.97,ISLAND
-70.8551,42.3162,17,11735,4766,11533,5520,13.236,298262.64,NEAR OCEAN
-71.0165,42.3451,41,10366,4496,23898,10440,9.6577,223461.15,NEAR OCEAN
-71.1129,42.3265,51,21997,6683,13965,432,11.0928,142525.46,INLAND
-70.9691,42.3616,3,11508,5674,28514,8203,13.4722,51850.51,NEAR BAY
-70.8993,42.3098,24,6048,1866,5637,587,1.493,205812.64,NEAR BAY
-71.1385,42.2676,31,5714,1972,25490,12673,12.6753,124307.91,INLAND
-71.0786,42.2846,4,15243,5564,20912,1073,2.6236,317732.68,NEAR OCEAN
-70.9753,42.2405,4,4156,1791,13467,5191,6.8047,285688.05,NEAR OCEAN
-70.9635,42.2556,44,10362,3426,15486,7538,5.2468,150313.77,NEAR BAY
-71.0302,42.3254,50,4543,1613,32594,16196,4.7248,245868.54,INLAND
-70.8942,42.3613,34,20218,9860,21120,3209,0.9113,430626.6,RIVER
-70.8318,42.3065,31,23220,8248,18498,6127,2.5374,257527.45,ISLAND
-71.1126,42.2953,21,27208,10760,834,179,4.7592,138963.59,INLAND
-70.9022,42.3745,33,12055,4254,24530,9105,1.6463,376884.16,ISLAND
-70.8732,42.2773,1,31975,11693,3267,720,11.2801,384992.99,ISLAND
-71.1468,42.3553,11,29103,12756,18315,3394,5.7872,93647.88,NEAR BAY
-71.0944,42.273,24,27478,13034,25604,9821,5.5063,230093.49,ISLAND
-70.953,42.3356,28,13452,6576,32901,6068,6.0343,234655.66,NEAR BAY
-71.1877,42.3192,48,4566,1556,8618,3184,11.0585,488594.01,RIVER
-70.997,42.3226,9,20930,9369,24418,2014,0.9787,403987.39,NEAR OCEAN
-70.9296,42.3108,52,28605,11799,31503,12204,14.9749,447618.74,RIVER
-71.1658,42.3655,41,25694,8600,20756,5391,8.9238,73094.64,NEAR BAY
-71.1494,42.35,47,34605,15979,3269,434,12.2816,310421.85,NEAR OCEAN
-70.9769,42.2287,7,1967,979,23044,6968,10.6203,18494.39,NEAR OCEAN
-70.9295,42.2764,7,13098,4343,31287,6360,9.6724,291708.32,RIVER
-70.9242,42.3742,37,7358,2467,15339,7064,10.2513,27440.24,ISLAND
-70.9837,42.2994,51,25443,8269,12838,305,11.4393,156196.03,RIVER
-71.0782,42.3355,52,25706,7959,27504,7750,5.4357,177676.05,NEAR OCEAN
-71.0953,42.3411,50,27953,13539,8521,1099,6.3583,266727.06,ISLAND
-71.1869,42.3235,35,24307,8633,24344,5798,1.0655,395943.16,ISLAND
-71.1605,42.389,41,38426,13138,14449,1362,4.1903,285936.6,NEAR BAY
-70.9255,42.325,8,12887,6356,3846,816,3.7809,57976.75,INLAND
-71.0732,42.2423,21,11122,4498,34915,1127,4.5406,481845.0,NEAR OCEAN
-70.8717,42.3177,1,13740,6545,7219,2790,10.1766,120811.43,NEAR OCEAN
-71.0136,42.3646,51,2765,1093,8510,3775,2.7545,289750.49,NEAR BAY
-70.8699,42.2289,5,29833,10109,19541,5044,12.1889,426693.38,NEAR BAY
-71.0818,42.3112,42,38433,18408,25424,8382,12.2438,203848.48,RIVER
-70.9596,42.2334,38,969,392,7124,1418,4.1333,271002.1,RIVER
-71.0487,42.2377,27,4656,1735,3273,857,8.4548,251739.92,NEAR OCEAN
-71.1046,42.3274,38,28964,9405,1118,527,11.0582,259631.77,ISLAND
-70.8609,42.2398,29,12267,4176,11476,709,12.2484,278571.04,ISLAND
-70.8418,42.2473,17,9417,3679,32911,745,7.9789,229736.06,RIVER
-70.8569,42.2819,23,16633,5265,20404,471,9.8835,263647.94,INLAND
-71.0843,42.3848,49,37559,11964,24324,9898,4.0487,203005.1,RIVER
-71.074,42.2862,6,36765,17544,35236,2320,11.8114,33545.83,RIVER
-70.9138,42.3268,3,15334,6433,24684,4014,3.0238,408559.3,INLAND
-70.9234,42.3869,2,4563,1794,27763,3020,7.4277,346647.24,NEAR BAY
-71.1745,42.2644,5,25801,11754,6553,1524,12.1329,438563.09,NEAR OCEAN
-70.9049,42.237,14,2642,953,1290,252,9.4192,421812.16,NEAR OCEAN
-71.1909,42.3463,3,28219,13323,17279,8030,14.7165,420311.71,ISLAND
-70.9618,42.2396,23,3503,1146,20299,1204,6.8822,131946.25,ISLAND
-71.1524,42.2815,3,16654,7233,19924,2992,13.5644,298091.43,ISLAND
-71.0052,42.2731,18,991,436,22262,7311,5.732,384301.39,NEAR OCEAN
-70.9059,42.3853,46,10613,4921,19713,1165,11.9413,190236.02,NEAR OCEAN
-70.9698,42.3354,46,1755,780,29754,12460,5.1453,394251.87,INLAND
-70.9632,42.3859,32,15226,5803,1831,186,14.9155,256915.73,INLAND
-70.9965,42.3822,23,7602,3494,2911,162,1.9645,108361.15,RIVER
-70.8626,42.2283,46,20261,9850,32980,4431,4.1113,185308.15,NEAR BAY
-71.0919,42.2795,2,33713,10552,5086,1759,10.7789,399379.05,NEAR OCEAN
-70.9361,42.3793,39,22439,9143,9084,4495,4.1223,286665.97,NEAR OCEAN
-70.9752,42.3298,18,23071,9805,10389,2182,11.8188,33820.37,ISLAND
-71.0991,42.3739,30,32139,9807,27788,9051,14.1087,15999.24,INLAND
-70.9517,42.3016,1,29886,11725,28357,9489,1.0869,360018.32,RIVER
-70.8703,42.2736,31,15399,4653,14962,868,12.6599,185121.43,INLAND
-71.1209,42.3943,23,15666,6859,4143,2049,7.4002,236728.02,NEAR BAY
-70.9947,42.3116,47,302,135,25159,9774,14.5271,340461.51,NEAR BAY
-71.0914,42.2725,36,21389,9726,34107,9957,5.1343,327501.69,RIVER
-71.0375,42.3306,21,37847,15882,19579,3713,1.9266,474464.19,ISLAND
-71.1576,42.3163,12,33877,10734,21676,138,4.089,247086.12,ISLAND
-70.9537,42.3732,35,30857,13970,7529,2338,13.4113,46541.55,NEAR BAY
-70.8688,42.2406,41,36277,12865,4504,1624,4.068,466320.91,NEAR BAY
-70.8412,42.3413,2,8471,3194,4370,1698,13.3666,17740.75,RIVER
-71.04,42.2662,36,37662,17699,24700,7152,12.9436,116860.83,NEAR BAY
-71.0582,42.3045,51,12419,4414,5040,32,5.7451,331874.97,NEAR OCEAN
-71.06,42.3461,41,6004,2310,1663,650,12.5264,84517.08,ISLAND
-71.071,42.3022,45,29690,14116,7564,2434,3.2628,104416.93,ISLAND
-70.9205,42.3674,31,29977,13584,5888,1011,11.9517,198522.77,RIVER
-70.967,42.3725,22,29168,11214,11457,3454,13.2574,129855.55,NEAR OCEAN
-70.8633,42.3014,47,22101,9271,19933,1792,9.2625,187282.3,INLAND
-71.1089,42.3346,25,24470,8376,6108,1602,13.2206,171664.88,ISLAND
-71.0502,42.3775,29,32794,14128,20288,517,8.0881,348654.34,INLAND
-71.0326,42.3922,36,15728,6486,26138,8838,14.4225,214808.44,NEAR OCEAN
-70.8155,42.2684,31,7906,2584,34665,1780,14.0112,35759.65,NEAR OCEAN
-70.8868,42.2621,16,36933,18271,14672,986,12.9315,35154.48,NEAR OCEAN
-71.0678,42.3955,21,19894,6587,45,18,10.2021,259911.98,RIVER
-71.1838,42.2986,2,8549,3665,3241,1156,7.6748,435927.52,NEAR BAY
-70.8988,42.3235,50,36783,14697,35348,4038,6.3937,304164.18,INLAND
-70.8208,42.304,27,4574,2272,11193,3191,5.3031,81127.33,INLAND
-71.0365,42.2437,31,10349,3671,27375,2099,11.3111,187811.72,RIVER
-71.1737,42.3209,9,35527,13954,1516,534,4.1447,186118.23,NEAR BAY
-71.138,42.3454,27,14254,6791,5294,164,1.8937,253049.33,NEAR BAY
-70.8161,42.3819,12,22587,8436,27924,9327,7.556,498664.62,RIVER
-70.9776,42.2533,45,2834,1075,21057,1699,8.1294,304942.07,RIVER
-71.0218,42.3628,21,16482,6686,15224,3695,4.6231,281360.5,ISLAND
-71.0049,42.326,9,11588,5658,11517,1332,14.8235,64045.22,NEAR BAY
-70.9847,42.3527,31,1950,885,15715,6502,13.4284,495447.71,ISLAND
-71.1697,42.2411,21,26120,10540,9499,3401,2.0689,463616.46,NEAR OCEAN
-71.1387,42.3308,24,4767,1735,21399,7407,10.9119,274122.09,ISLAND
-70.8185,42.3016,25,12856,4679,19661,3700,6.5225,418122.68,NEAR OCEAN
-70.9437,42.2387,37,28968,9547,10461,4411,12.3035,227021.28,ISLAND
-71.1824,42.3461,11,24244,10827,11718,1215,8.261,383360.52,ISLAND
-70.8929,42.342,29,26814,10797,11610,4643,11.7611,273018.44,NEAR BAY
-70.8276,42.2405,20,30915,12185,1230,471,7.9188,319326.76,RIVER
-70.8653,42.235,50,19256,8689,25271,5303,2.1146,447162.4,NEAR OCEAN
-71.1688,42.2533,26,34711,11587,25333,3137,2.8586,251363.25,INLAND
-71.1844,42.2699,48,37987,15913,14176,125,8.6821,262029.17,INLAND
-70.9149,42.3788,9,38610,13470,24773,555,10.5169,52216.9,NEAR OCEAN
-70.8647,42.3712,32,37604,17538,20993,3245,12.6772,75143.37,ISLAND
-70.8339,42.2448,42,37238,14379,25580,544,9.7422,312314.89,RIVER
-70.8099,42.319,14,21385,6532,34479,170,14.7731,415366.36,RIVER
-71.1462,42.3951,3,37436,15771,29488,3901,5.7098,351831.2,INLAND
-70.8697,42.3553,3,30070,14101,6269,297,7.6429,269632.66,NEAR OCEAN
-71.0665,42.2374,18,31405,14286,27239,8335,4.4168,239493.69,NEAR OCEAN
-71.0586,42.2449,40,1438,630,17845,8614,14.2769,224134.38,NEAR BAY
-71.1365,42.3867,9,11954,5729,14309,5867,2.9035,63852.51,ISLAND
-70.8637,42.3793,31,14061,5372,12725,1126,7.8172,293908.75,NEAR BAY
-71.0119,42.3167,49,8003,3855,23430,7039,12.7692,340758.8,NEAR OCEAN
-70.8733,42.3076,51,2294,1082,29124,1257,10.6751,234367.23,INLAND
-71.1314,42.2625,4,25424,10867,7042,117,4.8908,499957.79,ISLAND
-70.9876,42.2688,9,32823,12784,6462,1821,6.997,54103.68,NEAR OCEAN
-70.9783,42.3182,20,30423,9564,34050,2679,12.9022,455596.46,NEAR BAY
-71.0601,42.2914,25,28342,12339,21791,2950,4.7445,19634.43,ISLAND
-70.8127,42.3929,2,22632,10440,11093,1831,8.9315,447353.27,NEAR OCEAN
-70.8478,42.382,6,15795,7657,6807,2265,13.7913,89304.97,INLAND
-71.1593,42.3366,25,33437,12260,11901,1528,7.1885,326033.87,NEAR OCEAN
-70.8915,42.3718,43,9486,3339,151,14,6.0418,417703.57,ISLAND
-70.9191,42.3472,44,26747,8374,12633,673,9.2233,143997.8,NEAR BAY
-70.934,42.3114,36,23441,7738,18852,4258,4.7236,401289.58,INLAND
-70.9863,42.3163,43,8727,3890,11274,59,7.4951,143079.57,NEAR BAY
-70.9191,42.2684,11,23743,11329,6059,1005,7.0329,334317.01,INLAND
-71.1801,42.3801,48,5594,1794,35140,2772,11.7015,416160.09,RIVER
-71.1583,42.2867,14,26930,10482,32604,2643,14.0748,295807.49,NEAR BAY
-71.0797,42.2378,31,30344,9932,11160,4951,3.1911,211958.98,NEAR BAY
-71.0584,42.3147,12,34661,14071,9297,128,2.683,244228.09,INLAND
-70.9995,42.2676,34,13115,5469,11125,746,14.6262,424184.86,RIVER
-71.0957,42.2405,49,32289,15868,18958,4299,11.4263,378917.97,ISLAND
-70.9302,42.3093,43,37317,11861,33970,1420,3.0051,150780.6,RIVER
-70.9239,42.2584,24,5036,2328,22843,11371,5.4563,432936.04,NEAR BAY
-71.1723,42.3737,9,14136,5935,24152,8076,10.6044,434635.67,INLAND
-71.1072,42.3544,22,6959,2458,5680,1479,6.3037,153648.69,RIVER
-70.8931,42.3691,47,21184,9899,24283,7704,7.8073,36348.32,ISLAND
-70.9477,42.2435,16,23270,9592,19683,8919,2.609,338795.52,ISLAND
-70.8126,42.2637,20,36788,16508,35621,9214,14.1627,419093.83,INLAND
-70.9965,42.3637,30,10806,4710,7443,1976,7.0726,152711.82,NEAR BAY
-70.9393,42.2708,50,28789,13444,35258,7088,4.5964,410569.1,NEAR OCEAN
-71.0812,42.2761,33,16687,6525,7831,46,13.1984,386046.91,NEAR OCEAN
-70.8755,42.3795,27,4973,2270,13346,4466,4.9791,390956.15,INLAND
-70.8358,42.26,23,10934,5206,23077,8063,3.0842,331586.77,ISLAND
-71.0104,42.3734,33,7434,3679,31705,848,12.5478,379802.39,NEAR OCEAN
-70.9514,42.2824,38,31373,14599,35021,7471,9.8563,246767.25,INLAND
-71.1259,42.3861,13,14262,5299,20859,78,7.7755,168863.03,ISLAND
-71.1867,42.388,17,31604,9861,1420,60,10.5365,200718.98,ISLAND
-70.8965,42.3034,16,437,142,1056,241,3.7347,324215.86,NEAR BAY
-71.0696,42.2709,11,17558,6837,11548,4539,6.6406,40281.57,ISLAND
-70.8273,42.2615,34,37288,11613,4580,1386,3.2885,256368.87,RIVER
-71.055,42.3262,41,6162,2767,27645,13579,5.0131,440586.27,NEAR BAY
-71.0749,42.3031,48,19916,9794,19335,7916,4.5235,206511.48,NEAR BAY
-71.1094,42.3497,35,31917,10522,14370,6755,5.7983,265137.18,RIVER
-71.0158,42.3902,18,7129,2345,35589,6137,7.5832,246907.18,NEAR OCEAN
-70.8529,42.2408,46,22497,8556,12865,2547,14.055,52648.51,INLAND
-70.8462,42.3248,5,5276,2476,11918,5121,14.8852,319332.51,RIVER
-70.8731,42.2564,47,17853,7515,33161,5152,9.6811,391030.12,NEAR OCEAN
-70.8978,42.3211,26,33480,14965,25683,2898,0.8416,313649.64,NEAR OCEAN
-71.0187,42.38,43,23870,7760,16770,803,14.851,341290.69,RIVER
-71.0731,42.3754,46,6198,2251,22790,3755,10.7058,284536.73,RIVER
-70.91,42.3126,44,1490,563,7186,1322,8.0864,44760.02,NEAR OCEAN
-70.9085,42.3831,43,15087,4779,7595,566,1.4524,147434.19,NEAR OCEAN
-71.0386,42.3066,33,24976,10748,6707,1212,5.8742,102911.94,ISLAND
-70.8312,42.3542,48,3575,1082,10848,5127,5.4151,312121.17,NEAR OCEAN
-71.1257,42.374,40,34504,16560,31657,5649,12.2079,403285.61,RIVER
-70.8691,42.2281,19,30969,12370,9678,1718,7.0918,273632.84,RIVER
-71.0497,42.2722,16,6759,2469,7942,2144,13.5194,224895.72,ISLAND
-71.0707,42.2493,18,26929,9071,9910,1435,14.5928,416737.28,RIVER
-71.1108,42.3671,18,30702,12250,34367,10921,9.7476,347434.9,RIVER
-71.1689,42.2721,24,30504,12684,30447,3480,7.8873,156708.79,NEAR OCEAN
-71.1497,42.3191,23,36975,15256,30880,11723,0.9068,397506.02,RIVER
-70.9647,42.2347,51,218,75,12988,1956,2.5816,44449.7,ISLAND
-70.8687,42.3825,21,33796,13222,12691,886,3.674,332640.3,NEAR BAY
-71.071,42.3524,9,4981,1702,33660,7091,10.9284,431868.34,NEAR OCEAN
-70.9404,42.3497,52,4585,1553,12207,2446,6.1045,463861.16,INLAND
-70.9506,42.3528,10,7140,2282,5576,896,3.4673,207154.68,ISLAND
-71.0257,42.25,33,38574,17246,20921,1114,8.3907,185406.93,NEAR OCEAN
-71.1154,42.3723,39,28450,11286,20081,4937,4.6369,271878.78,NEAR BAY
-71.1655,42.3644,33,7286,2610,27647,8301,7.8496,221473.15,INLAND
-71.0277,42.3496,15,26610,12737,3299,690,14.7191,366499.46,RIVER
-70.8095,42.301,16,19607,6624,16970,2050,0.868,386278.91,NEAR OCEAN
-70.992,42.3434,48,34091,11873,7849,3313,11.1935,86667.87,NEAR OCEAN
-71.0968,42.2468,21,16115,5211,26436,12257,1.495,109930.61,RIVER
-70.9013,42.3072,44,8906,2795,11497,2251,7.5122,290979.48,INLAND
-71.0462,42.3416,33,8188,3821,20231,3908,0.8152,475678.95,RIVER
-70.9245,42.2373,40,37995,17816,20314,3147,8.8613,399433.86,RIVER
-70.8117,42.3192,49,22659,10193,6150,1274,9.3386,392361.52,ISLAND
-71.1761,42.2779,2,8830,4291,10390,1762,8.4686,380118.47,NEAR OCEAN
-71.1377,42.3803,47,34908,12582,28831,1418,12.1553,80380.98,RIVER
-71.0629,42.3676,5,32193,11771,2043,310,11.3044,76589.08,ISLAND
-70.9785,42.2613,34,641,198,6036,584,9.6549,153218.1,NEAR BAY
-70.9825,42.2326,5,15577,7663,35227,11464,11.7323,349833.93,NEAR BAY
-71.018,42.2951,40,11778,4714,13838,6443,9.451,380851.17,NEAR OCEAN
-70.8526,42.264,8,1819,814,22733,2347,4.835,463729.54,NEAR OCEAN
-71.1389,42.3928,29,26896,9678,4610,995,6.7214,499615.74,INLAND
-71.1368,42.2359,4,1385,682,18471,6725,13.8901,220133.28,NEAR OCEAN
-71.1103,42.2892,41,7317,2840,19864,2907,0.9819,120809.74,RIVER
-70.9081,42.2544,18,28138,13180,1237,14,8.7466,49945.15,NEAR OCEAN
-71.1608,42.2795,2,30310,14732,22669,1011,5.5896,254653.89,RIVER
-71.1137,42.2671,45,32772,16239,19309,7763,10.3712,91445.25,NEAR OCEAN
-70.854,42.2485,5,33914,11180,18724,8237,6.7486,258745.97,INLAND
-71.0586,42.3357,35,36365,12707,1392,283,8.1703,157066.98,RIVER
-70.9841,42.3194,50,22132,9157,10068,2329,11.0459,493190.58,INLAND
-70.8923,42.3923,46,33462,11651,24027,2159,7.7845,423275.15,NEAR OCEAN
-71.0494,42.3893,31,1657,765,27381,5695,11.8208,245781.08,INLAND
-70.8579,42.2685,24,23757,10888,13790,5491,2.3106,48769.16,NEAR OCEAN
-71.0149,42.2562,14,29583,14102,13525,4859,13.3109,452427.91,INLAND
-71.1282,42.2665,6,24070,10951,32716,13250,11.2217,209738.88,NEAR BAY
-70.8499,42.2465,48,355,162,32579,3239,4.81,202859.79,NEAR OCEAN
-71.0305,42.3381,25,5867,2611,27878,1040,5.7733,287915.28,ISLAND
-70.8697,42.3777,46,19167,8389,19540,7508,7.9778,82275.13,INLAND
-71.0294,42.2757,6,6319,2081,3810,1069,5.1456,273326.53,RIVER
-71.0827,42.3648,50,19035,6753,17252,5240,8.1136,406602.94,ISLAND
-71.0472,42.3524,47,28819,13775,26446,8185,13.4043,150145.85,ISLAND
-71.0985,42.2766,23,17322,6470,20380,1838,10.7499,394591.13,RIVER
-70.8593,42.2432,2,35140,13765,15485,598,9.7978,37954.03,INLAND
-71.0532,42.36,5,23380,10787,24841,3997,14.0388,28423.78,INLAND
-71.1595,42.3293,35,31565,12321,4452,1940,12.6934,448447.79,ISLAND
-71.113,42.2691,7,28508,11541,13478,5470,5.5205,479654.04,NEAR OCEAN
-70.9488,42.291,22,37269,17796,24158,1118,12.0974,43363.25,ISLAND
